'_preisstaffel_nr'|'artikel_id'|'farb_nr'|'groesse'|'vk_preis'|'aktionspreis'|'von_datum'|'bis_datum'|'staffel_1'|'staffel_2'|'staffel_3'|'staffel_4'|'staffel_5'|'vk_1'|'vk_2'|'vk_3'|'vk_4'|'vk_5'|'rabatt_1'|'empfohlener_VK'
'1'|'331'|'0005'|'S'|'92.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'92.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'249.000'
'1'|'331'|'0005'|'XS'|'92.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'92.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'249.000'
'1'|'331'|'0006'|'L'|'92.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'92.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'249.000'
'1'|'331'|'0006'|'M'|'92.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'92.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'249.000'
'1'|'331'|'0006'|'S'|'92.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'92.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'249.000'
'1'|'331'|'0006'|'XS'|'92.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'92.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'249.000'
'1'|'334'|'0205'|'OS'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'335'|'0196'|'L'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'269.000'
'1'|'335'|'0196'|'M'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'269.000'
'1'|'335'|'0196'|'S'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'269.000'
'1'|'335'|'0196'|'XS'|'100.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'100.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'269.000'
'1'|'336'|'0000'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'336'|'0005'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'336'|'0013'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'336'|'0105'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'336'|'0205'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'337'|'0206'|'L'|'85.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'85.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'229.000'
'1'|'337'|'0206'|'M'|'85.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'85.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'229.000'
'1'|'337'|'0206'|'S'|'85.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'85.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'229.000'
'1'|'337'|'0206'|'XS'|'85.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'85.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'229.000'
'1'|'339'|'0205'|'OS'|'44.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'44.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'119.000'
'1'|'340'|'0000'|'OS'|'44.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'44.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'119.000'
'1'|'340'|'0005'|'OS'|'44.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'44.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'119.000'
'1'|'340'|'0013'|'OS'|'44.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'44.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'119.000'
'1'|'340'|'0105'|'OS'|'44.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'44.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'119.000'
'1'|'342'|'0195'|'L'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'342'|'0195'|'M'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'342'|'0195'|'S'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'342'|'0195'|'XS'|'59.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'59.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'159.000'
'1'|'343'|'0000'|'OS'|'37.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'37.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'98.000'
'1'|'343'|'0006'|'OS'|'37.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'37.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'98.000'
'1'|'343'|'0013'|'OS'|'37.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'37.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'98.000'
'1'|'343'|'0105'|'OS'|'37.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'37.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'98.000'
'1'|'344'|'0000'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0000'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0000'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0000'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0127'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0127'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0127'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0127'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0189'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0189'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0189'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'344'|'0189'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'345'|'0000'|'OS'|'52.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'52.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'139.000'
'1'|'345'|'0006'|'OS'|'52.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'52.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'139.000'
'1'|'345'|'0013'|'OS'|'52.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'52.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'139.000'
'1'|'345'|'0105'|'OS'|'52.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'52.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'139.000'
'1'|'348'|'0000'|'OS'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'348'|'0006'|'OS'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'348'|'0009'|'OS'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'348'|'0164'|'OS'|'30.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'30.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'79.000'
'1'|'350'|'0000'|'L'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0000'|'M'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0000'|'S'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0000'|'XS'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0127'|'L'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0127'|'M'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0127'|'S'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0127'|'XS'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0189'|'L'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0189'|'M'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0189'|'S'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'350'|'0189'|'XS'|'159.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'159.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'429.000'
'1'|'352'|'0000'|'L'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0000'|'M'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0000'|'S'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0000'|'XS'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0127'|'L'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0127'|'M'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0127'|'S'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0127'|'XS'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0189'|'L'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0189'|'M'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0189'|'S'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'352'|'0189'|'XS'|'222.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'222.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'598.000'
'1'|'353'|'0000'|'L'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0000'|'M'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0000'|'S'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0000'|'XS'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0127'|'L'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0127'|'M'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0127'|'S'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0127'|'XS'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0189'|'L'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0189'|'M'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0189'|'S'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'353'|'0189'|'XS'|'174.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'174.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'469.000'
'1'|'354'|'0000'|'OS'|'22.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'22.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'59.000'
'1'|'354'|'0006'|'OS'|'22.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'22.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'59.000'
'1'|'354'|'0009'|'OS'|'22.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'22.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'59.000'
'1'|'354'|'0164'|'OS'|'22.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'22.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'59.000'
'1'|'355'|'0199'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'357'|'0083'|'OS'|'33.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'33.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'89.000'
'1'|'359'|'0200'|'OS'|'33.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'33.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'89.000'
'1'|'362'|'0200'|'OS'|'26.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'26.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'69.000'
'1'|'363'|'0197'|'OS'|'107.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'107.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'289.000'
'1'|'366'|'0182'|'L'|'289.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'289.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'779.000'
'1'|'366'|'0182'|'M'|'289.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'289.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'779.000'
'1'|'366'|'0182'|'S'|'289.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'289.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'779.000'
'1'|'366'|'0182'|'XS'|'289.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'289.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'779.000'
'1'|'367'|'0207'|'L'|'399.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'399.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1079.000'
'1'|'367'|'0207'|'M'|'399.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'399.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1079.000'
'1'|'367'|'0207'|'S'|'399.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'399.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1079.000'
'1'|'367'|'0207'|'XS'|'399.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'399.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1079.000'
'1'|'368'|'0000'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0000'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0000'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0000'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0006'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0006'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0006'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0006'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0042'|'L'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0042'|'M'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0042'|'S'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'368'|'0042'|'XS'|'185.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'185.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'498.000'
'1'|'369'|'0000'|'L'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0000'|'M'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0000'|'S'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0000'|'XS'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0006'|'L'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0006'|'M'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0006'|'S'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
'1'|'369'|'0006'|'XS'|'518.000'|'0.000'|'2000-01-01'|'2000-01-01'|'0'|'0'|'0'|'0'|'0'|'518.000'|'0.000'|'0.000'|'0.000'|'0.000'|'0.00'|'1398.000'
